证券代码,证券简称,监管类型,处理事由,涉及对象,处理日期
600145,*ST新亿,监管工作函,要求公司补充披露破产重整计划相关信息,上市公司,2016/3/17
,,,,,
600851,海欣股份,监管关注,关于对上海海欣集团股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/3/17
,,,,,
601168,西部矿业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/16
,,,,,
600468,百利电气,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/15
,,,,,
600175,美都能源,监管工作函,对中介机构年报审计相关工作明确监管要求,中介机构及其相关人员,2016/3/14
,,,,,
600262,北方股份,监管关注,关于对内蒙古北方重型汽车股份有限公司和董事会秘书常德明予以监管关注的决定,上市公司、高级管理人员,2016/3/14
,,,,,
600110,诺德股份,监管关注,关于对诺德投资股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/3/14
,,,,,
600628,新世界,监管关注,关于对上海新世界股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/3/14
,,,,,
600656,*ST博元,监管工作函,要求公司再次补充披露前期监管工作函中明确的信息披露事项,上市公司,2016/3/11
,,,,,
601700,风范股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/11
,,,,,
603399,新华龙,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/10
,,,,,
600656,*ST博元,监管工作函,要求公司核实并披露有关申请破产重整的若干事项,上市公司,2016/3/10
,,,,,
600234,山水文化,监管工作函,要求公司核实并披露股价异动事项,上市公司,2016/3/9
,,,,,
600122,宏图高科,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/9
,,,,,
603123,翠微股份,监管工作函,要求公司核实股价波动有关事项,上市公司,2016/3/9
,,,,,
600145,*ST新亿,监管工作函,对公司股票除权及相关信息披露事项提出监管要求,上市公司,2016/3/8
,,,,,
600732,*ST新梅,监管工作函,要求公司核实并披露重大资产重组相关进展,上市公司,2016/3/8
,,,,,
603869,北部湾旅,监管关注,关于对北部湾旅游股份有限公司和董事会秘书檀国民予以监管关注的决定,上市公司、高级管理人员,2016/3/7
,,,,,
600890,中房股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/4
,,,,,
600502,安徽水利,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/4
,,,,,
600306,商业城,监管工作函,要求公司核实并披露关联方承诺履行事项,上市公司,2016/3/3
,,,,,
600895,张江高科,监管工作函,要求公司说明交易事项会计处理的合规性，要求会计师及独立董事发表专项意见,上市公司、董事、中介机构及其相关人员,2016/3/1
,,,,,
600234,山水文化,监管工作函,要求股东补充说明一致行动关系相关事项，要求律师发表专项意见,一般股东、中介机构及其相关人员,2016/2/29
,,,,,
600603,*ST兴业,监管工作函,要求公司尽快确认重大资产重组调整事项并及时复牌,上市公司,2016/2/29
,,,,,
600656,*ST博元,监管工作函,要求中介机构在年报审计中关注相关交易的会计处理,中介机构及其相关人员,2016/2/26
,,,,,
600539,*ST狮头,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/25
,,,,,
600469,风神股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务和相关决策程序,上市公司,2016/2/25
,,,,,
600987,航民股份,监管工作函,要求公司核实股价波动有关事项,上市公司,2016/2/25
,,,,,
600120,浙江东方,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/24
,,,,,
603010,万盛股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务和相关决策程序,上市公司,2016/2/24
,,,,,
600793,ST宜纸,监管关注,关于对宜宾纸业股份有限公司和董事会秘书王强予以监管关注的决定,上市公司、高级管理人员,2016/2/24
,,,,,
600234,山水文化,监管工作函,要求公司核实股东一致行动关系并及时履行信息披露义务,上市公司,2016/2/23
,,,,,
600006,东风汽车,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/23
,,,,,
600983,惠而浦,监管关注,关于对惠而浦（中国）股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/2/23
,,,,,
600393,东华实业,监管关注,关于对广州东华实业股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/2/23
,,,,,
600086,东方金钰,监管关注,关于对东方金钰股份有限公司和董事长赵兴龙予以监管关注的决定,上市公司、董事,2016/2/23
,,,,,
600785,新华百货,监管工作函,要求股东核实并说明股票交易情况,一般股东,2016/2/22
,,,,,
600234,山水文化,监管工作函,要求公司核实股东一致行动关系并督促股东及时履行信息披露义务,上市公司,2016/2/19
,,,,,
600390,金瑞科技,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/19
,,,,,
600751,天海投资,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/19
,,,,,
600288,大恒科技,监管工作函,要求公司及实际控制人核查股票交易异常波动有关事项,上市公司、控股股东及实际控制人,2016/2/18
,,,,,
603558,健盛集团,监管工作函,要求公司核实股价波动有关事项,上市公司,2016/2/16
,,,,,
603889,新澳股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/16
,,,,,
600655,豫园商城,监管工作函,要求公司核实股价波动有关事项,上市公司,2016/2/16
,,,,,
600806,昆明机床,监管工作函,要求公司核实并披露股权转让及非公开发行相关事项,上市公司,2016/2/15
,,,,,
600226,升华拜克,监管关注,关于对浙江升华拜克生物股份有限公司及董事会秘书陶舜晓予以监管关注的决定,上市公司、高级管理人员,2016/2/5
,,,,,
601688,华泰证券,公开谴责,关于对江苏省苏豪控股集团有限公司及其一致行动人江苏省苏豪国际集团股份有限公司予以公开谴责的决定,一般股东,2016/2/5
,,,,,
601633,长城汽车,通报批评,关于对长城汽车股份有限公司董事兼副总经理胡克刚予以通报批评的决定,董事,2016/2/5
,,,,,
600797,浙大网新,通报批评,关于对浙大网新科技股份有限公司董事兼总裁陈健予以通报批评的决定,董事,2016/2/5
,,,,,
600556,慧球科技,通报批评,关于对广西慧球科技股份有限公司股东顾国平和资产管理人华安未来资产管理（上海）有限公司予以通报批评的决定,控股股东及实际控制人、其他,2016/2/5
,,,,,
600290,华仪电气,监管关注,关于对华仪电气股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/2/5
,,,,,
600226,升华拜克,通报批评,关于对浙江升华拜克生物股份有限公司实际控制人沈培今予以通报批评的决定,控股股东及实际控制人,2016/2/4
,,,,,
600785,新华百货,监管工作函,要求公司说明未及时披露中介机构意见的原因,上市公司,2016/2/4
,,,,,
600575,皖江物流,公开谴责,关于对安徽皖江物流（集团）股份有限公司时任监事艾强予以公开谴责的决定,监事,2016/2/4
,,,,,
600291,西水股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/4
,,,,,
600838,上海九百,监管工作函,要求公司核实股价波动有关事项,上市公司,2016/2/3
,,,,,
600634,中技控股,监管工作函,对公司董事和高管增持计划事项明确监管要求,上市公司,2016/2/3
,,,,,
600234,山水文化,公开谴责,关于对山西广和山水文化传播股份有限公司股东东营国际金融贸易港有限公司及其一致行动人孙承飞予以公开谴责的决定,一般股东,2016/2/2
,,,,,
600866,星湖科技,通报批评,关于对广东肇庆星湖生物科技股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2016/2/2
,,,,,
600512,腾达建设,通报批评,关于对腾达建设集团股份有限公司监事林欢予以通报批评的决定,监事,2016/2/2
,,,,,
600379,宝光股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/2
,,,,,
603766,隆鑫通用,监管工作函,对公司无人机进展信息披露事项明确监管要求,上市公司,2016/2/2
,,,,,
600319,亚星化学,通报批评,关于对潍坊亚星化学股份有限公司及其实际控制人、董事会秘书予以通报批评的决定,上市公司、控股股东及实际控制人、高级管理人员,2016/2/2
,,,,,
600319,亚星化学,监管关注,关于对潍坊亚星化学股份有限公司重大资产重组独立财务顾问项目主办人曾德雄、魏真锋、邵佳、谢娟予以监管关注的决定,中介机构及其相关人员,2016/2/2
,,,,,
600844,丹化科技,公开谴责,关于对丹化化工科技股份有限公司股东董荣亭予以公开谴责的决定,一般股东,2016/2/2
,,,,,
601669,中国电建,监管工作函,要求公司核实下属公司违规借款、担保、投资、收购等信访投诉事项,上市公司,2016/2/1
,,,,,
600381,青海春天,监管工作函,要求公司核实并补充披露控股子公司药品生产许可证到期有关事项，要求财务顾问发表意见,上市公司、中介机构及其相关人员,2016/2/1
,,,,,
600401,*ST海润,监管工作函,要求公司核实并披露合作协议的相关事项,上市公司,2016/1/28
,,,,,
600656,*ST博元,监管工作函,要求公司进行业绩预告提示风险并落实年审机构聘请工作,上市公司,2016/1/28
,,,,,
600898,三联商社,监管工作函,要求公司补充披露战略合作协议相关事项,上市公司,2016/1/28
,,,,,
600866,星湖科技,监管工作函,要求公司股东核实并披露股东权益变动相关事项,上市公司,2016/1/27
,,,,,
600584,长电科技,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/1/27
,,,,,
600526,菲达环保,监管关注,关于对浙江菲达环保科技股份有限公司和董事会秘书周明良予以监管关注的决定,上市公司、高级管理人员,2016/1/27
,,,,,
600265,ST景谷,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务，要求相关股东妥善处理协议转让事宜,上市公司、控股股东及实际控制人,2016/1/26
,,,,,
600175,美都能源,监管工作函,要求公司重新履行员工持股计划的决策程序和信息披露义务，要求公司实际控制人披露未履行义务的原因,上市公司、控股股东及实际控制人,2016/1/26
,,,,,
601288,农业银行,监管工作函,要求公司核实并披露媒体报道事项,上市公司,2016/1/22
,,,,,
600747,大连控股,监管工作函,要求中介机构在年报审计中关注相关交易的会计处理,中介机构及其相关人员,2016/1/21
